id,name,winner_par,geometry,cent,x,y,swing1
E14000865,Nottingham East,Labour,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.210375424130756, 0.220792034423207, 0.220792034423207, 0.210375424130756, 0.210375424130756))","c(0.24990172132684, 0.215583729276981)",249,215,
E14000866,Nottingham North,Labour,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.231264101380925, 0.2416820583343, 0.2416820583343, 0.231264101380925, 0.231264101380925))","c(0.24990172132684, 0.236473079857612)",249,236,
E14000867,Nottingham South,Labour,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.210375424130756, 0.220792034423207, 0.220792034423207, 0.210375424130756, 0.210375424130756))","c(0.239484087978859, 0.215583729276981)",239,215,
E14000648,Corby,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.260319689813702, 0.173964401578208)",260,173,
S14000050,Ochil and South Perthshire,SNP,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.481297403335259, 0.491713661113078, 0.491713661113078, 0.481297403335259, 0.481297403335259))","c(0.166558467320823, 0.486505532224168)",166,486,
W07000074,Ogmore,Labour,"list(c(0.0571687663338019, 0.0571687663338019, 0.0675856941262454, 0.0675856941262454, 0.0571687663338019, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.0623772302300237, 0.132292192491881)",62,132,
E14000873,Oxford East,Labour,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.166558467320823, 0.121874737006405)",166,121,
E14000874,Oxford West and Abingdon,Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.156141028000615, 0.111457280047308)",156,111,
E14000875,Pendle,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.335443927360649, 0.345861922223606, 0.345861922223606, 0.335443927360649, 0.335443927360649))","c(0.208230535296043, 0.340652924792127)",208,340,
E14000877,Penrith and The Border,Conservative,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.387533797223772, 0.39795263027937, 0.39795263027937, 0.387533797223772, 0.387533797223772))","c(0.18739391040567, 0.392743213751571)",187,392,
S14000049,North East Fife,SNP,"list(c(0.223766197959196, 0.223766197959196, 0.23418414880717, 0.23418414880717, 0.223766197959196, 0.460403257501842, 0.470820185557439, 0.470820185557439, 0.460403257501842, 0.460403257501842))","c(0.228975173383183, 0.46561172152964)",228,465,
E14000952,South West Norfolk,Conservative,"list(c(0.28636495498918, 0.28636495498918, 0.296782905837153, 0.296782905837153, 0.28636495498918, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.291573930413167, 0.173964401578208)",291,173,
E14000879,"Plymouth, Moor View",Conservative,"list(c(0.0467521913191273, 0.0467521913191273, 0.0571687663338019, 0.0571687663338019, 0.0467521913191273, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.0519604788264646, 0.0593674361393788)",51,59,
E14000880,"Plymouth, Sutton and Devonport",Conservative,"list(c(0.0467521913191273, 0.0467521913191273, 0.0571687663338019, 0.0571687663338019, 0.0467521913191273, 0.0437782041720224, 0.0541975661310711, 0.0541975661310711, 0.0437782041720224, 0.0437782041720224))","c(0.0519604788264646, 0.0489878851515467)",51,48,
W07000075,Pontypridd,Labour,"list(c(0.0675856941262454, 0.0675856941262454, 0.0780045269186408, 0.0780045269186408, 0.0675856941262454, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.0727951105224431, 0.121874737006405)",72,121,
E14000881,Poole,Conservative,"list(c(0.109257920851461, 0.109257920851461, 0.119676400866087, 0.119676400866087, 0.109257920851461, 0.0437782041720224, 0.0541975661310711, 0.0541975661310711, 0.0437782041720224, 0.0437782041720224))","c(0.114467160858774, 0.0489878851515467)",114,48,
E14000883,Portsmouth North,Conservative,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.176975324557713, 0.0697841875429378)",176,69,
E14000884,Portsmouth South,Conservative,"list(c(0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.17176675482816, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259, 0.0645755472578316))","c(0.176975324557713, 0.0593674361393788)",176,59,
E14000956,"Southampton, Test",Labour,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.156141028000615, 0.0697841875429378)",156,69,
E14000955,"Southampton, Itchen",Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.156141028000615, 0.0593674361393788)",156,59,
E14000944,South Shields,Labour,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.39795263027937, 0.408370581390522, 0.408370581390522, 0.39795263027937, 0.39795263027937))","c(0.218647127949606, 0.403161605834946)",218,403,
E14000603,Broadland,Conservative,"list(c(0.275955259140999, 0.275955259140999, 0.28637391554451, 0.28637391554451, 0.275955259140999, 0.189591169100171, 0.200009830556356, 0.200009830556356, 0.189591169100171, 0.189591169100171))","c(0.281164587342754, 0.194800499828264)",281,194,
E14000939,South Holland and The Deepings,Conservative,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.270738681356093, 0.194800517467156)",270,194,
E14000932,Somerton and Frome,Conservative,"list(c(0.0988402875034796, 0.0988402875034796, 0.109257920851461, 0.109257920851461, 0.0988402875034796, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.10404910417747, 0.0697841875429378)",104,69,
E14000930,Slough,Labour,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.19781325472583, 0.111457280047308)",197,111,
E14000929,Sleaford and North Hykeham,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.210375424130756, 0.220792034423207, 0.220792034423207, 0.210375424130756, 0.210375424130756))","c(0.260319689813702, 0.215583729276981)",260,215,
E14000928,Skipton and Ripon,Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.335443927360649, 0.345861922223606, 0.345861922223606, 0.335443927360649, 0.335443927360649))","c(0.218647127949606, 0.340652924792127)",218,340,
E14000927,Sittingbourne and Sheppey,Conservative,"list(c(0.328038204769925, 0.328038204769925, 0.338454109506839, 0.338454109506839, 0.328038204769925, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.333246157138382, 0.0593674361393788)",333,59,
E14000849,North Shropshire,Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.210374048297457, 0.220793410256506, 0.220793410256506, 0.210374048297457, 0.210374048297457))","c(0.156141028000615, 0.215583729276981)",156,215,
E14000926,Shrewsbury and Atcham,Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.156141028000615, 0.194800517467156)",156,194,
E14000924,Sherwood,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.2416820583343, 0.252101061410178, 0.252101061410178, 0.2416820583343, 0.2416820583343))","c(0.24990172132684, 0.246891559872239)",249,246,
E14000918,Sevenoaks,Conservative,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.0437399630618772, 0.0541593250209259, 0.0541593250209259, 0.0437399630618772, 0.0437399630618772))","c(0.301992586816678, 0.0489496440414015)",301,48,
E14000917,Selby and Ainsty,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.314607496498049, 0.325026329290444, 0.325026329290444, 0.314607496498049, 0.314607496498049))","c(0.260319689813702, 0.319816912894247)",260,319,
E14000915,Sedgefield,Labour,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.356280755279203, 0.366699411945911, 0.366699411945911, 0.356280755279203, 0.356280755279203))","c(0.19781325472583, 0.361490083612557)",197,361,
E14000914,Scunthorpe,Labour,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.2416820583343, 0.252101061410178, 0.252101061410178, 0.2416820583343, 0.2416820583343))","c(0.260319689813702, 0.246891559872239)",260,246,
E14000913,Scarborough and Whitby,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.345861922223606, 0.356280755279203, 0.356280755279203, 0.345861922223606, 0.345861922223606))","c(0.229065431575348, 0.351071338751404)",229,351,
E14000912,Salisbury,Conservative,"list(c(0.119676400866087, 0.119676400866087, 0.130094566667187, 0.130094566667187, 0.119676400866087, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.124885483766637, 0.0697841875429378)",124,69,
E14000964,St Ives,Conservative,"list(c(0.00511234972224252, 0.00511234972224252, 0.0155311827778401, 0.0155311827778401, 0.00511234972224252, 0.0333209547223557, 0.0437399630618772, 0.0437399630618772, 0.0333209547223557, 0.0333209547223557))","c(0.0103217662500413, 0.0385304588921165)",10,38,
E14000960,St Albans,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.208230535296043, 0.142710160978742)",208,142,
E14000910,Saffron Walden,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.24990172132684, 0.153122767243517)",249,153,
E14000993,Thirsk and Malton,Conservative,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.345861922223606, 0.356280755279203, 0.356280755279203, 0.345861922223606, 0.345861922223606))","c(0.239484087978859, 0.351071338751404)",239,351,
E14000909,Rutland and Melton,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.200010183334134, 0.210429187462731, 0.210429187462731, 0.200010183334134, 0.200010183334134))","c(0.24990172132684, 0.205219685398432)",249,205,
E14000908,Rushcliffe,Conservative,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.200010183334134, 0.210429187462731, 0.210429187462731, 0.200010183334134, 0.200010183334134))","c(0.239484087978859, 0.205219685398432)",239,205,
E14000907,Runnymede and Weybridge,Conservative,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.19781325472583, 0.10103948647571)",197,101,
E14000905,Rugby,Conservative,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.166558467320823, 0.153122767243517)",166,153,
E14000902,Rossendale and Darwen,Conservative,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.314607496498049, 0.325026329290444, 0.325026329290444, 0.314607496498049, 0.314607496498049))","c(0.176975324557713, 0.319816912894247)",176,319,
S14000055,"Ross, Skye and Lochaber",SNP,"list(c(0.17176675482816, 0.17176675482816, 0.161350179813486, 0.161350179813486, 0.17176675482816, 0.512550621668717, 0.502131965002009, 0.502131965002009, 0.512550621668717, 0.512550621668717))","c(0.166558467320823, 0.507341293335363)",166,507,
E14000901,Romsey and Southampton North,Conservative,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.145722371597104, 0.0802023324186839)",145,80,
E14000899,Rochford and Southend East,Conservative,"list(c(0.328038204769925, 0.328038204769925, 0.338454109506839, 0.338454109506839, 0.328038204769925, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.333246157138382, 0.142710160978742)",333,142,
E14000895,Richmond (Yorks),Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.345861922223606, 0.356280755279203, 0.356280755279203, 0.345861922223606, 0.345861922223606))","c(0.218647127949606, 0.351071338751404)",218,351,
E14000894,Ribble Valley,Conservative,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.335443927360649, 0.345861922223606, 0.345861922223606, 0.335443927360649, 0.335443927360649))","c(0.19781325472583, 0.340652924792127)",197,340,
E14000943,South Ribble,Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.314607496498049, 0.325026329290444, 0.325026329290444, 0.314607496498049, 0.314607496498049))","c(0.156141028000615, 0.319816912894247)",156,319,
W07000052,Rhondda,Labour,"list(c(0.0780045269186408, 0.0780045269186408, 0.0884230069332673, 0.0884230069332673, 0.0780045269186408, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.083213766925954, 0.142710160978742)",83,142,
E14000893,Reigate,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.229065431575348, 0.0697841875429378)",229,69,
E14000767,Kenilworth and Southam,Conservative,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.166558467320823, 0.142710160978742)",166,142,
E14000891,Redcar,Labour,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.356280755279203, 0.366699411945911, 0.366699411945911, 0.356280755279203, 0.356280755279203))","c(0.229065431575348, 0.361490083612557)",229,361,
E14000890,Reading West,Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.156141028000615, 0.10103948647571)",156,101,
