id,name,winner_par,geometry,cent,x,y,swing1
N06000013,North Down,other,"list(c(0.0936016787469082, 0.0936016787469082, 0.104018291667083, 0.104018291667083, 0.0936016787469082, 0.283353933334467, 0.293771912302094, 0.293771912302094, 0.283353933334467, 0.283353933334467))","c(0.0988099852069954, 0.288562922818281)",98,288,
E14000712,Gloucester,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.135303716836826, 0.132292192491881)",135,132,
S14000037,Gordon,SNP,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.502121452224231, 0.512539262224273, 0.512539262224273, 0.502121452224231, 0.502121452224231))","c(0.218647127949606, 0.507330357224252)",218,507,
E14000713,Gosport,Conservative,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.0437799327830899, 0.0541961916668836, 0.0541961916668836, 0.0437799327830899, 0.0437799327830899))","c(0.166558467320823, 0.0489880622249867)",166,48,
W07000046,Gower,Conservative,"list(c(0.0467521913191273, 0.0467521913191273, 0.0571687663338019, 0.0571687663338019, 0.0467521913191273, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.0519604788264646, 0.132292192491881)",51,132,
E14000714,Grantham and Stamford,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.260319689813702, 0.194800517467156)",260,194,
E14000715,Gravesham,Conservative,"list(c(0.317619548366415, 0.317619548366415, 0.328038204769925, 0.328038204769925, 0.317619548366415, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.32282887656817, 0.0697841875429378)",322,69,
E14000716,Great Grimsby,Labour,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.252101061410178, 0.26251731892486, 0.26251731892486, 0.252101061410178, 0.252101061410178))","c(0.260319689813702, 0.257309190167519)",260,257,
E14000717,Great Yarmouth,Conservative,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.301992586816678, 0.184381858537304)",301,184,
E14000719,Guildford,Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.218647127949606, 0.0697841875429378)",218,69,
E14000725,Halton,Labour,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.2416820583343, 0.252101061410178, 0.252101061410178, 0.2416820583343, 0.2416820583343))","c(0.166558467320823, 0.246891559872239)",166,246,
E14000680,East Hampshire,Conservative,"list(c(0.17176675482816, 0.17176675482816, 0.182184564565026, 0.182184564565026, 0.17176675482816, 0.0749931806058129, 0.0854114842315549, 0.0854114842315549, 0.0749931806058129, 0.0749931806058129))","c(0.176975659696593, 0.0802023324186839)",176,80,
E14000844,North East Hampshire,Conservative,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.176975324557713, 0.0906213415999637)",176,90,
E14000857,North West Hampshire,Conservative,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.145722371597104, 0.0906213415999637)",145,90,
E14001025,Wellingborough,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.24990172132684, 0.173964401578208)",249,173,
E14000729,Harlow,Conservative,"list(c(0.275929753308309, 0.275929753308309, 0.286347033878522, 0.286347033878522, 0.275929753308309, 0.158372770722023, 0.168791074347765, 0.168791074347765, 0.158372770722023, 0.158372770722023))","c(0.281138393593416, 0.163581922534894)",281,163,
E14000730,Harrogate and Knaresborough,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.335443927360649, 0.345861922223606, 0.345861922223606, 0.335443927360649, 0.335443927360649))","c(0.229065431575348, 0.340652924792127)",229,340,
E14000733,Hartlepool,Labour,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.366699411945911, 0.377116516390398, 0.377116516390398, 0.366699411945911, 0.366699411945911))","c(0.229065431575348, 0.371907964168155)",229,371,
E14000734,Harwich and North Essex,Conservative,"list(c(0.328019578103729, 0.328019578103729, 0.338436858673942, 0.338436858673942, 0.328019578103729, 0.158372417944254, 0.168791427125534, 0.168791427125534, 0.158372417944254, 0.158372417944254))","c(0.333228218388835, 0.163581922534894)",333,163,
E14000735,Hastings and Rye,Conservative,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.0333209547223557, 0.0437399630618772, 0.0437399630618772, 0.0333209547223557, 0.0333209547223557))","c(0.301992586816678, 0.0385304588921165)",301,38,
E14000736,Havant,Conservative,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.18739391040567, 0.0593674361393787)",187,59,
E14000739,Hemel Hempstead,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.229065431575348, 0.132292192491881)",229,132,
E14000742,Henley,Conservative,"list(c(0.17176675482816, 0.17176675482816, 0.182183894287265, 0.182183894287265, 0.17176675482816, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.176975324557713, 0.111457280047308)",176,111,
E14000743,Hereford and South Herefordshire,Conservative,"list(c(0.119676400866087, 0.119676400866087, 0.130094386991837, 0.130094386991837, 0.119676400866087, 0.158372770722023, 0.168791074347765, 0.168791074347765, 0.158372770722023, 0.158372770722023))","c(0.124885393928962, 0.163581922534894)",124,163,
E14000744,Hertford and Stortford,Conservative,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.270738681356093, 0.153122767243517)",270,153,
E14000845,North East Hertfordshire,Conservative,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.260319689813702, 0.142710160978742)",260,142,
E14001021,Watford,Conservative,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.1166664333338, 0.12708304067901, 0.12708304067901, 0.1166664333338, 0.1166664333338))","c(0.218647127949606, 0.121874737006405)",218,121,
E14000745,Hertsmere,Conservative,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.239484087978859, 0.132292192491881)",239,132,
E14000746,Hexham,Conservative,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.39795263027937, 0.408370581390522, 0.408370581390522, 0.39795263027937, 0.39795263027937))","c(0.19781325472583, 0.403161605834946)",197,403,
E14000749,Hitchin and Harpenden,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.229065431575348, 0.142710160978742)",229,142,
E14000753,Horsham,Conservative,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.19781325472583, 0.0802023324186839)",197,80,
E14000677,Easington,Labour,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.377116516390398, 0.387533797223772, 0.387533797223772, 0.377116516390398, 0.377116516390398))","c(0.229065431575348, 0.382325156807085)",229,382,
E14000755,Hove,Labour,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.0437399630618772, 0.0541593250209259, 0.0541593250209259, 0.0437399630618772, 0.0437399630618772))","c(0.229065431575348, 0.0489496440414015)",229,48,
E14000771,East Hull,Labour,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.283353933334467, 0.293771912302094, 0.293771912302094, 0.283353933334467, 0.283353933334467))","c(0.260319689813702, 0.288562922818281)",260,288,
E14000772,North Hull,Labour,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.293771912302094, 0.304188840094538, 0.304188840094538, 0.293771912302094, 0.293771912302094))","c(0.260319689813702, 0.298980376198316)",260,298,
E14000773,West Hull and Hessle,Labour,"list(c(0.234255797972027, 0.234255797972027, 0.244672408264478, 0.244672408264478, 0.234255797972027, 0.26251731892486, 0.272935622550602, 0.272935622550602, 0.26251731892486, 0.26251731892486))","c(0.239464103118252, 0.267726470737731)",239,267,
E14000806,Maldon,Conservative,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.301992586816678, 0.153122767243517)",301,153,
E14000804,Maidstone and The Weald,Conservative,"list(c(0.307202267796202, 0.307202267796202, 0.317619548366415, 0.317619548366415, 0.307202267796202, 0.0437399630618772, 0.0541593250209259, 0.0541593250209259, 0.0437399630618772, 0.0437399630618772))","c(0.312410908081308, 0.0489496440414015)",312,48,
E14000803,Maidenhead,Conservative,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.106248126760816, 0.1166664333338, 0.1166664333338, 0.106248126760816, 0.106248126760816))","c(0.18739391040567, 0.111457280047308)",187,111,
E14000802,Macclesfield,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.2416820583343, 0.252101061410178, 0.252101061410178, 0.2416820583343, 0.2416820583343))","c(0.208230535296043, 0.246891559872239)",208,246,
E14000801,Luton South,Labour,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.19781325472583, 0.132292192491881)",197,132,
E14000800,Luton North,Labour,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.18739391040567, 0.132292192491881)",187,132,
E14000847,North Herefordshire,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.135303716836825, 0.173964401578208)",135,173,
E14000798,Louth and Horncastle,Conservative,"list(c(0.265529018015457, 0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.231264101380925, 0.2416820583343, 0.2416820583343, 0.231264101380925, 0.231264101380925))","c(0.270738681356093, 0.236473079857612)",270,236,
E14000797,Loughborough,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.24990172132684, 0.194800517467156)",249,194,
N06000006,East Londonderry,DUP,"list(c(0.0831825305558882, 0.0831825305558882, 0.0936016787469082, 0.0936016787469082, 0.0831825305558882, 0.293771912302094, 0.304188840094538, 0.304188840094538, 0.293771912302094, 0.293771912302094))","c(0.0883921046513982, 0.298980376198316)",88,298,
W07000045,Llanelli,Labour,"list(c(0.0467521913191273, 0.0467521913191273, 0.0571687663338019, 0.0571687663338019, 0.0467521913191273, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.0519604788264646, 0.142710160978742)",51,142,
E14000710,Gedling,Labour,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.220846115255174, 0.231264101380925, 0.231264101380925, 0.220846115255174, 0.220846115255174))","c(0.260319689813702, 0.22605510831805)",260,226,
E14000791,Lichfield,Conservative,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.19781325472583, 0.184381858537304)",197,184,
E14000786,Lewes,Conservative,"list(c(0.265529018015457, 0.275948344696729, 0.275948344696729, 0.265529018015457, 0.265529018015457, 0.0437399630618772, 0.0437399630618772, 0.0333209547223557, 0.0333209547223557, 0.0437399630618772))","c(0.270738681356093, 0.0385304588921165)",270,38,
E14000605,Bromsgrove,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.135303716836826, 0.142710160978742)",135,142,
E14000858,North West Leicestershire,Conservative,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.189590851600179, 0.200010183334134, 0.200010183334134, 0.189590851600179, 0.189590851600179))","c(0.239484087978859, 0.194800517467156)",239,194,
E14000784,Leicester West,Labour,"list(c(0.213438487664499, 0.213438487664499, 0.223855768234712, 0.223855768234712, 0.213438487664499, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.218647127949606, 0.184381858537304)",218,184,
E14000783,Leicester South,Labour,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.229065431575348, 0.184381858537304)",229,184,
E14000782,Leicester East,Labour,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.239484087978859, 0.173964401578208)",239,173,
E14000776,Lancaster and Fleetwood,Labour,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.335443927360649, 0.345861922223606, 0.345861922223606, 0.335443927360649, 0.335443927360649))","c(0.18739391040567, 0.340652924792127)",187,340,
E14001033,West Lancashire,Labour,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.304188840094538, 0.314607496498049, 0.314607496498049, 0.304188840094538, 0.304188840094538))","c(0.156141028000615, 0.309398168296293)",156,309,
N06000009,Lagan Valley,DUP,"list(c(0.0727636956621255, 0.0727636956621255, 0.0831825305558882, 0.0831825305558882, 0.0727636956621255, 0.283353933334467, 0.293771912302094, 0.293771912302094, 0.283353933334467, 0.283353933334467))","c(0.0779731131090068, 0.288562922818281)",77,288,
E14000774,Kingswood,Conservative,"list(c(0.119676400866087, 0.119676400866087, 0.130094566667187, 0.130094566667187, 0.119676400866087, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.124885483766637, 0.0906213415999637)",124,90,
E14000878,Peterborough,Conservative,"list(c(0.275948344696729, 0.275948344696729, 0.28636495498918, 0.28636495498918, 0.275948344696729, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.281156649842955, 0.173964401578208)",281,173,
E14000765,Jarrow,Labour,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.39795263027937, 0.408370581390522, 0.408370581390522, 0.39795263027937, 0.39795263027937))","c(0.229065431575348, 0.403161605834946)",229,403,
W07000077,Islwyn,Labour,"list(c(0.109257920851461, 0.109257920851461, 0.119676400866087, 0.119676400866087, 0.109257920851461, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.114467160858774, 0.153122767243517)",114,153,
E14000762,Isle of Wight,Conservative,"list(c(0.130094566667187, 0.130094566667187, 0.140512867006464, 0.140512867006464, 0.130094566667187, 0.039064987346625, 0.0494825854168293, 0.0494825854168293, 0.039064987346625, 0.039064987346625))","c(0.135303716836826, 0.0442737863817272)",135,44,
E14000761,Ipswich,Conservative,"list(c(0.317600921700218, 0.317600921700218, 0.328019578103729, 0.328019578103729, 0.317600921700218, 0.158372770722023, 0.168791074347765, 0.168791074347765, 0.158372770722023, 0.158372770722023))","c(0.322810249901974, 0.163581922534894)",322,163,
S14000039,"Inverness, Nairn, Badenoch and Strathspey",SNP,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.502131965002009, 0.512550621668717, 0.512550621668717, 0.502131965002009, 0.502131965002009))","c(0.18739391040567, 0.507341293335363)",187,507,
E14000758,Hyndburn,Labour,"list(c(0.161350179813486, 0.161350179813486, 0.17176675482816, 0.17176675482816, 0.161350179813486, 0.325026329290444, 0.335443927360649, 0.335443927360649, 0.325026329290444, 0.325026329290444))","c(0.166558467320823, 0.330235128325546)",166,330,
E14000757,Huntingdon,Conservative,"list(c(0.244675159931075, 0.244675159931075, 0.234256503527564, 0.234256503527564, 0.244675159931075, 0.168791074347765, 0.158372770722023, 0.158372770722023, 0.168791074347765, 0.168791074347765))","c(0.23946583172932, 0.163581922534894)",239,163,
E14000810,Mansfield,Labour,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.231264101380925, 0.2416820583343, 0.2416820583343, 0.231264101380925, 0.231264101380925))","c(0.229065431575348, 0.236473079857612)",229,236,
E14000898,Rochester and Strood,Conservative,"list(c(0.328038204769925, 0.328038204769925, 0.338454109506839, 0.338454109506839, 0.328038204769925, 0.074992827828044, 0.0854118370093238, 0.0854118370093238, 0.074992827828044, 0.074992827828044))","c(0.333246157138382, 0.0802023324186839)",333,80,
W07000061,Dwyfor Meirionnydd,Plaid Cymru,"list(c(0.0988402875034796, 0.109257920851461, 0.109257920851461, 0.0988402875034796, 0.0988402875034796, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986, 0.179172865474429))","c(0.10404910417747, 0.173964401578208)",104,173,
W07000071,Merthyr Tydfil and Rhymney,Labour,"list(c(0.0675856941262454, 0.0675856941262454, 0.0780045269186408, 0.0780045269186408, 0.0675856941262454, 0.12708304067901, 0.137501344304752, 0.137501344304752, 0.12708304067901, 0.12708304067901))","c(0.0727951105224431, 0.132292192491881)",72,132,
E14000819,Middlesbrough,Labour,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.366699411945911, 0.377116516390398, 0.377116516390398, 0.366699411945911, 0.366699411945911))","c(0.239484087978859, 0.371907964168155)",239,371,
E14000820,Middlesbrough South and East Cleveland,Labour,"list(c(0.234275094915984, 0.234275094915984, 0.244693081041734, 0.244693081041734, 0.234275094915984, 0.356280755279203, 0.366699411945911, 0.366699411945911, 0.356280755279203, 0.356280755279203))","c(0.239484087978859, 0.361490083612557)",239,361,
E14000651,Coventry South,Labour,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.19781325472583, 0.153122767243517)",197,153,
E14000822,Milton Keynes South,Conservative,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.18739391040567, 0.142710160978742)",187,142,
E14000824,Mole Valley,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.229065431575348, 0.0593674361393788)",229,59,
W07000054,Monmouth,Conservative,"list(c(0.119676400866087, 0.119676400866087, 0.130094566667187, 0.130094566667187, 0.119676400866087, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.124885483766637, 0.142710160978742)",124,142,
W07000063,Montgomeryshire,Conservative,"list(c(0.109257920851461, 0.109257920851461, 0.119676400866087, 0.119676400866087, 0.109257920851461, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.114467160858774, 0.173964401578208)",114,173,
S14000046,Moray,SNP,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.512550621668717, 0.522968431668759, 0.522968431668759, 0.512550621668717, 0.512550621668717))","c(0.19781325472583, 0.517759526668738)",197,517,
E14000825,Morecambe and Lunesdale,Conservative,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.345861922223606, 0.356280755279203, 0.356280755279203, 0.345861922223606, 0.345861922223606))","c(0.208230535296043, 0.351071338751404)",208,351,
W07000069,Neath,Labour,"list(c(0.0780045269186408, 0.0780045269186408, 0.0884230069332673, 0.0884230069332673, 0.0780045269186408, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.083213766925954, 0.153122767243517)",83,153,
E14000827,New Forest East,Conservative,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.0645755472578316, 0.074992827828044, 0.074992827828044, 0.0645755472578316, 0.0645755472578316))","c(0.145722371597104, 0.0697841875429378)",145,69,
E14000828,New Forest West,Conservative,"list(c(0.140512867006464, 0.140512867006464, 0.150931876187744, 0.150931876187744, 0.140512867006464, 0.0541593250209259, 0.0645755472578316, 0.0645755472578316, 0.0541593250209259, 0.0541593250209259))","c(0.145722371597104, 0.0593674361393788)",145,59,
E14000829,Newark,Conservative,"list(c(0.223855768234712, 0.223855768234712, 0.234275094915984, 0.234275094915984, 0.223855768234712, 0.2416820583343, 0.252101061410178, 0.252101061410178, 0.2416820583343, 0.2416820583343))","c(0.229065431575348, 0.246891559872239)",229,246,
E14000830,Newbury,Conservative,"list(c(0.150931876187744, 0.150931876187744, 0.161350179813486, 0.161350179813486, 0.150931876187744, 0.0854118370093238, 0.0958308461906036, 0.0958308461906036, 0.0854118370093238, 0.0854118370093238))","c(0.156141028000615, 0.0906213415999637)",156,90,
E14000834,Newcastle-under-Lyme,Labour,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.220846115255174, 0.231264101380925, 0.231264101380925, 0.220846115255174, 0.220846115255174))","c(0.19781325472583, 0.22605510831805)",197,226,
E14000831,Newcastle upon Tyne Central,Labour,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.387533797223772, 0.39795263027937, 0.39795263027937, 0.387533797223772, 0.387533797223772))","c(0.208230535296043, 0.392743213751571)",208,392,
E14000832,Newcastle upon Tyne East,Labour,"list(c(0.203022582927586, 0.203022582927586, 0.213438487664499, 0.213438487664499, 0.203022582927586, 0.39795263027937, 0.408370581390522, 0.408370581390522, 0.39795263027937, 0.39795263027937))","c(0.208230535296043, 0.403161605834946)",208,403,
E14000833,Newcastle upon Tyne North,Labour,"list(c(0.192603926524075, 0.192603926524075, 0.203022582927586, 0.203022582927586, 0.192603926524075, 0.387533797223772, 0.39795263027937, 0.39795263027937, 0.387533797223772, 0.387533797223772))","c(0.19781325472583, 0.392743213751571)",197,392,
W07000055,Newport East,Labour,"list(c(0.109257920851461, 0.109257920851461, 0.119676400866087, 0.119676400866087, 0.109257920851461, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.114467160858774, 0.142710160978742)",114,142,
W07000056,Newport West,Labour,"list(c(0.0988402875034796, 0.0988402875034796, 0.109257920851461, 0.109257920851461, 0.0988402875034796, 0.137501344304752, 0.147918977652733, 0.147918977652733, 0.137501344304752, 0.137501344304752))","c(0.10404910417747, 0.142710160978742)",104,142,
N06000011,Newry and Armagh,Sinn Féin,"list(c(0.0727636956621255, 0.0727636956621255, 0.0831825305558882, 0.0831825305558882, 0.0727636956621255, 0.26251731892486, 0.272935622550602, 0.272935622550602, 0.26251731892486, 0.26251731892486))","c(0.0779731131090068, 0.267726470737731)",77,267,
E14000848,North Norfolk,Liberal Democrats,"list(c(0.255110361611946, 0.255110361611946, 0.265529018015457, 0.265529018015457, 0.255110361611946, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.260319689813702, 0.184381858537304)",260,184,
E14000859,North West Norfolk,Conservative,"list(c(0.244693081041734, 0.244693081041734, 0.255110361611946, 0.255110361611946, 0.244693081041734, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.24990172132684, 0.184381858537304)",249,184,
E14001022,Waveney,Conservative,"list(c(0.307202267796202, 0.307202267796202, 0.317619548366415, 0.317619548366415, 0.307202267796202, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.312410908081308, 0.173964401578208)",312,173,
E14000941,South Norfolk,Conservative,"list(c(0.296782905837153, 0.296782905837153, 0.307202267796202, 0.307202267796202, 0.296782905837153, 0.168755937681986, 0.179172865474429, 0.179172865474429, 0.168755937681986, 0.168755937681986))","c(0.301992586816678, 0.173964401578208)",301,173,
E14000940,South Leicestershire,Conservative,"list(c(0.192578420691386, 0.192578420691386, 0.202995701261598, 0.202995701261598, 0.192578420691386, 0.158372770722023, 0.168791074347765, 0.168791074347765, 0.158372770722023, 0.158372770722023))","c(0.197787060976492, 0.163581922534894)",197,163,
E14000812,Meriden,Conservative,"list(c(0.182183894287265, 0.182183894287265, 0.192603926524075, 0.192603926524075, 0.182183894287265, 0.147913439041762, 0.158332095445273, 0.158332095445273, 0.147913439041762, 0.147913439041762))","c(0.18739391040567, 0.153122767243517)",187,153,
E14000994,Thornbury and Yate,Conservative,"list(c(0.109257920851461, 0.109257920851461, 0.119676400866087, 0.119676400866087, 0.109257920851461, 0.0958308461906036, 0.106248126760816, 0.106248126760816, 0.0958308461906036, 0.0958308461906036))","c(0.114467160858774, 0.10103948647571)",114,101,
E14000863,Norwich North,Conservative,"list(c(0.28636495498918, 0.28636495498918, 0.296782905837153, 0.296782905837153, 0.28636495498918, 0.179172865474429, 0.189590851600179, 0.189590851600179, 0.179172865474429, 0.179172865474429))","c(0.291573930413167, 0.184381858537304)",291,184,
