area,code,region,continent,population,date,vaccinations,vaccinated_percent,vaccinations_new,vaccinations_new_7ma,vaccinations_new_7ma_perM,source,source_link,last_updated
Argentina,ARG,Argentina,Latam and Caribbean,44938712,06/01/2021,52195,0.116147076,5120,9209,204.9235412,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Argentina,ARG,Argentina,Latam and Caribbean,44938712,05/01/2021,NA,NA,6876,10714.14286,238.4167765,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Argentina,ARG,Argentina,Latam and Caribbean,44938712,04/01/2021,NA,NA,7461,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Argentina,ARG,Argentina,Latam and Caribbean,44938712,03/01/2021,NA,NA,8281,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Argentina,ARG,Argentina,Latam and Caribbean,44938712,02/01/2021,NA,NA,9510,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Argentina,ARG,Argentina,Latam and Caribbean,44938712,01/01/2021,16357,0.036398462,11559,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Argentina,ARG,Argentina,Latam and Caribbean,44938712,31/12/2020,32013,0.071237022,15656,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Argentina,ARG,Argentina,Latam and Caribbean,44938712,30/12/2020,NA,NA,15656,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Argentina,ARG,Argentina,Latam and Caribbean,44938712,29/12/2020,700,0.001557677,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Austria,AUT,European Union,Europe,8877067,30/12/2020,6000,0.067589892,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,06/01/2021,68472,4.172140397,1594,1196.142857,728.8345506,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,05/01/2021,63893,3.893132469,1122,1343,818.3176413,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,04/01/2021,61612,3.754146427,943,1589.285714,968.3846143,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,03/01/2021,60689,3.697906131,1011,1913.142857,1165.717461,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,02/01/2021,60097,3.661834348,1220,2291.857143,1396.475898,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,01/01/2021,59351,3.616379027,1258,2717.142857,1655.611269,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,31/12/2020,58643,3.573239124,1225,3364.428571,2050.015825,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,30/12/2020,57317,3.492443205,2622,4776,2910.115454,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,29/12/2020,56041,3.41469389,2846,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,28/12/2020,55014,3.352116658,3210,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,27/12/2020,53614,3.266811766,3662,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,26/12/2020,51556,3.141413575,4197,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,25/12/2020,50543,3.079689393,5789,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,24/12/2020,50071,3.050929458,11106,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bahrain,BHR,Middle East,Middle East,1641172,23/12/2020,38965,2.374217937,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Belgium,BEL,European Union,Europe,11484055,02/01/2021,700,0.006095408,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bulgaria,BGR,European Union,Europe,6975761,06/01/2021,5448,0.078099006,120,734.4285714,105.2829321,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bulgaria,BGR,European Union,Europe,6975761,05/01/2021,NA,NA,512,1130,161.9894948,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bulgaria,BGR,European Union,Europe,6975761,04/01/2021,NA,NA,574,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bulgaria,BGR,European Union,Europe,6975761,03/01/2021,NA,NA,661,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bulgaria,BGR,European Union,Europe,6975761,02/01/2021,3732,0.053499539,790,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bulgaria,BGR,European Union,Europe,6975761,01/01/2021,4739,0.06793524,1007,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bulgaria,BGR,European Union,Europe,6975761,31/12/2020,1719,0.024642473,1477,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bulgaria,BGR,European Union,Europe,6975761,30/12/2020,4608,0.066057309,2889,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Bulgaria,BGR,European Union,Europe,6975761,29/12/2020,1719,0.024642473,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,05/01/2021,163418,0.434746498,13238,9772.714286,259.9868624,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,04/01/2021,143260,0.38111948,11973,8789,233.8167746,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,03/01/2021,122159,0.324983768,9983,7866,209.2618897,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,02/01/2021,116503,0.309936918,9683,7211,191.8367006,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,01/01/2021,108376,0.288316381,8954,6579.285714,175.0309893,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,31/12/2020,98153,0.261119785,7536,6016.142857,160.0495071,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,30/12/2020,84381,0.224481662,7042,5719.142857,152.1483145,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,29/12/2020,70749,0.188215986,6352,5354.142857,142.4380946,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,28/12/2020,59449,0.158154209,5512,4959.428571,131.9373754,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,27/12/2020,52280,0.139082273,5398,4591.714286,122.1549464,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,26/12/2020,48719,0.129608823,5261,4158.571429,110.6318988,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,25/12/2020,45700,0.121577274,5012,3738.285714,99.4508941,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,24/12/2020,45398,0.120773853,5457,3390.857143,90.20813292,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,23/12/2020,35089,0.093348467,4487,2940,78.21382607,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,22/12/2020,26287,0.069932206,3589,2540.857143,67.59529205,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,21/12/2020,20866,0.055510534,2938,2151.857143,57.24659194,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,20/12/2020,14492,0.038553564,2366,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,19/12/2020,11894,0.031642015,2319,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,18/12/2020,10615,0.028239448,2580,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,17/12/2020,7201,0.019157067,2301,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,16/12/2020,3683,0.009798011,1693,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,15/12/2020,1163,0.003093969,866,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Canada,CAN,Rest of N America,N America,37589262,14/12/2020,297,7.90E-04,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,06/01/2021,10436,0.055065318,255,329,17.35961061,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,05/01/2021,10365,0.054690688,245,488.4285714,25.77182314,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,04/01/2021,9056,0.047783779,58,688.5714286,36.33231574,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,03/01/2021,8606,0.045409364,30,974.1428571,51.4004276,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,02/01/2021,8651,0.045646806,45,1361.571429,71.84300858,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,01/01/2021,NA,NA,494,1920.571429,101.3385172,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,31/12/2020,NA,NA,1176,2531.571429,133.577794,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,30/12/2020,NA,NA,1371,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,29/12/2020,NA,NA,1646,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,28/12/2020,5904,0.031152323,2057,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,27/12/2020,8646,0.045620424,2742,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,26/12/2020,8335,0.043979439,3958,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,25/12/2020,5191,0.027390194,4771,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Chile,CHL,Latam and Caribbean,Latam and Caribbean,18952038,24/12/2020,420,0.002216121,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,31/12/2020,4500000,0.321954046,187500,187500,134.1475193,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,30/12/2020,NA,NA,187500,187500,134.1475193,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,29/12/2020,NA,NA,187500,187500,134.1475193,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,28/12/2020,NA,NA,187500,187500,134.1475193,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,27/12/2020,NA,NA,187500,187500,134.1475193,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,26/12/2020,NA,NA,187500,187500,134.1475193,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,25/12/2020,NA,NA,187500,187500,134.1475193,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,24/12/2020,NA,NA,187500,187500,134.1475193,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,23/12/2020,NA,NA,187500,187500,134.1475193,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,22/12/2020,NA,NA,187500,187500,134.1475193,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,21/12/2020,NA,NA,187500,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,20/12/2020,NA,NA,187500,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,19/12/2020,NA,NA,187500,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,18/12/2020,NA,NA,187500,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,17/12/2020,NA,NA,187500,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,16/12/2020,NA,NA,187500,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
China,CHN,Rest of Asia,Asia,1397715000,15/12/2020,1500000,0.107318015,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Costa Rica,CRI,Latam and Caribbean,Latam and Caribbean,5047561,03/01/2021,2455,0.048637352,240,240,47.54771661,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Costa Rica,CRI,Latam and Caribbean,Latam and Caribbean,5047561,02/01/2021,NA,NA,240,240,47.54771661,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Costa Rica,CRI,Latam and Caribbean,Latam and Caribbean,5047561,01/01/2021,NA,NA,240,240,47.54771661,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Costa Rica,CRI,Latam and Caribbean,Latam and Caribbean,5047561,31/12/2020,NA,NA,240,240,47.54771661,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Costa Rica,CRI,Latam and Caribbean,Latam and Caribbean,5047561,30/12/2020,NA,NA,240,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Costa Rica,CRI,Latam and Caribbean,Latam and Caribbean,5047561,29/12/2020,NA,NA,240,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Costa Rica,CRI,Latam and Caribbean,Latam and Caribbean,5047561,28/12/2020,NA,NA,240,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Costa Rica,CRI,Latam and Caribbean,Latam and Caribbean,5047561,27/12/2020,NA,NA,240,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Costa Rica,CRI,Latam and Caribbean,Latam and Caribbean,5047561,26/12/2020,NA,NA,240,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Costa Rica,CRI,Latam and Caribbean,Latam and Caribbean,5047561,25/12/2020,NA,NA,240,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Costa Rica,CRI,Latam and Caribbean,Latam and Caribbean,5047561,24/12/2020,55,0.001089635,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Croatia,HRV,European Union,Europe,4067500,05/01/2021,13798,0.339225569,989,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Croatia,HRV,European Union,Europe,4067500,04/01/2021,11180,0.274861709,1036,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Croatia,HRV,European Union,Europe,4067500,03/01/2021,12285,0.302028273,1105,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Croatia,HRV,European Union,Europe,4067500,02/01/2021,NA,NA,1105,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Croatia,HRV,European Union,Europe,4067500,01/01/2021,NA,NA,1105,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Croatia,HRV,European Union,Europe,4067500,31/12/2020,NA,NA,1105,NA,NA,Our World in Data and FT estimate,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Croatia,HRV,European Union,Europe,4067500,30/12/2020,7864,0.193337431,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Cyprus,CYP,European Union,Europe,875900,06/01/2021,3901,0.445370476,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Czechia,CZE,European Union,Europe,10669709,04/01/2021,13000,0.121840249,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Denmark,DNK,European Union,Europe,5818553,05/01/2021,63312,1.088105582,6637,6546.857143,1125.169289,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Denmark,DNK,European Union,Europe,5818553,04/01/2021,52829,0.907940514,6380,6351.285714,1091.557594,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Denmark,DNK,European Union,Europe,5818553,03/01/2021,50703,0.87140222,6340,5703.714286,980.2633551,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Denmark,DNK,European Union,Europe,5818553,02/01/2021,44891,0.771514842,6428,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Denmark,DNK,European Union,Europe,5818553,01/01/2021,36163,0.621511912,5969,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Denmark,DNK,European Union,Europe,5818553,31/12/2020,33806,0.581003559,6872,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Denmark,DNK,European Union,Europe,5818553,30/12/2020,27927,0.479964692,7202,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Denmark,DNK,European Union,Europe,5818553,29/12/2020,16856,0.289694018,5268,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Denmark,DNK,European Union,Europe,5818553,28/12/2020,8167,0.140361358,1847,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Denmark,DNK,European Union,Europe,5818553,27/12/2020,6320,0.108618071,NA,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Estonia,EST,European Union,Europe,1326590,06/01/2021,5009,0.377584634,589,469.2857143,353.7533935,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Estonia,EST,European Union,Europe,1326590,05/01/2021,3188,0.240315395,382,433.4285714,326.7238344,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Estonia,EST,European Union,Europe,1326590,04/01/2021,2535,0.191091445,333,423,318.8626478,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
Estonia,EST,European Union,Europe,1326590,03/01/2021,2517,0.189734583,385,NA,NA,Our World in Data,https://ourworldindata.org/covid-vaccinations,07/01/2021 15:55
